16:23:54.453 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.Electrostore.service.ServiceImpl.CategoryServiceImplTest], using SpringBootContextLoader
17:38:51.079 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
17:38:51.574 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
17:38:51.606 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
17:38:52.833 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
17:38:52.872 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
17:38:54.138 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
17:38:55.353 INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
17:38:55.354 INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
17:38:55.355 INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
17:38:55.386 INFO  c.h.E.controller.UserControllerTest - Started UserControllerTest in 8.544 seconds (JVM running for 10.413)
17:38:55.673 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
17:38:55.676 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
17:38:55.691 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
17:46:38.788 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
17:46:38.787 INFO  c.h.E.ElectrostoreApplication - Starting ElectrostoreApplication using Java 17.0.4 on LAPTOP-3MK6RBMS with PID 17804 (C:\Users\morek\Desktop\BikkadIT\electro\Electrostore\target\classes started by morek in C:\Users\morek\Desktop\BikkadIT\electro\Electrostore)
17:46:38.791 INFO  c.h.E.ElectrostoreApplication - The following 1 profile is active: "dev"
17:46:38.866 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
17:46:38.866 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
17:46:40.087 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
17:46:40.220 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 116 ms. Found 3 JPA repository interfaces.
17:46:41.323 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9197 (http)
17:46:41.341 INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9197"]
17:46:41.342 INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
17:46:41.343 INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.71]
17:46:41.476 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
17:46:41.477 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2609 ms
17:46:41.749 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
17:46:41.833 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
17:46:42.078 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
17:46:42.249 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
17:46:42.744 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
17:46:42.767 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
17:46:43.970 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
17:46:43.996 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
17:46:44.733 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
17:46:45.230 INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
17:46:45.253 INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9197"]
17:46:45.292 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9197 (http) with context path ''
17:46:45.306 INFO  c.h.E.ElectrostoreApplication - Started ElectrostoreApplication in 7.077 seconds (JVM running for 7.915)
17:47:02.334 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
17:47:02.345 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
17:47:02.372 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
17:47:08.037 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
17:47:08.044 INFO  c.h.E.ElectrostoreApplication - Starting ElectrostoreApplication using Java 17.0.4 on LAPTOP-3MK6RBMS with PID 8412 (C:\Users\morek\Desktop\BikkadIT\electro\Electrostore\target\classes started by morek in C:\Users\morek\Desktop\BikkadIT\electro\Electrostore)
17:47:08.045 INFO  c.h.E.ElectrostoreApplication - The following 1 profile is active: "dev"
17:47:08.133 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
17:47:08.134 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
17:47:09.572 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
17:47:09.699 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 112 ms. Found 3 JPA repository interfaces.
17:47:10.999 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9197 (http)
17:47:11.015 INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9197"]
17:47:11.017 INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
17:47:11.017 INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.71]
17:47:11.156 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
17:47:11.157 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3021 ms
17:47:11.435 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
17:47:11.522 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
17:47:11.793 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
17:47:12.004 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
17:47:12.486 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
17:47:12.513 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
17:47:13.768 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
17:47:13.784 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
17:47:14.504 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
17:47:15.073 INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
17:47:15.096 INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9197"]
17:47:15.149 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9197 (http) with context path ''
17:47:15.169 INFO  c.h.E.ElectrostoreApplication - Started ElectrostoreApplication in 7.722 seconds (JVM running for 8.595)
17:48:06.719 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
17:48:06.721 INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
17:48:06.730 INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 8 ms
17:48:06.904 INFO  c.h.E.s.S.ProductServiceImpl - getting all products...
17:48:07.750 INFO  c.h.E.s.S.ProductServiceImpl - product got successfully in pagination !!
17:55:30.673 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
17:55:30.691 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
17:55:30.721 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
17:55:45.891 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
17:55:45.891 INFO  c.h.E.ElectrostoreApplication - Starting ElectrostoreApplication using Java 17.0.4 on LAPTOP-3MK6RBMS with PID 20124 (C:\Users\morek\Desktop\BikkadIT\electro\Electrostore\target\classes started by morek in C:\Users\morek\Desktop\BikkadIT\electro\Electrostore)
17:55:45.896 INFO  c.h.E.ElectrostoreApplication - The following 1 profile is active: "dev"
17:55:45.979 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
17:55:45.980 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
17:55:47.573 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
17:55:47.716 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 126 ms. Found 3 JPA repository interfaces.
17:55:48.971 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9197 (http)
17:55:48.990 INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9197"]
17:55:48.991 INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
17:55:48.992 INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.71]
17:55:49.144 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
17:55:49.148 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3164 ms
17:55:49.475 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
17:55:49.578 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
17:55:49.928 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
17:55:50.102 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
17:55:50.666 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
17:55:50.696 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
17:55:51.966 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
17:55:51.977 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
17:55:52.712 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
17:55:53.224 INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
17:55:53.251 INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9197"]
17:55:53.294 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9197 (http) with context path ''
17:55:53.308 INFO  c.h.E.ElectrostoreApplication - Started ElectrostoreApplication in 8.16 seconds (JVM running for 9.165)
17:56:14.331 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
17:56:14.331 INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
17:56:14.334 INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
17:56:14.466 INFO  c.h.E.s.S.ProductServiceImpl - getting all products...
17:56:15.206 INFO  c.h.E.s.S.ProductServiceImpl - product got successfully in pagination !!
17:56:27.391 INFO  c.h.E.s.S.ProductServiceImpl - finding product ...
17:56:27.461 INFO  c.h.E.s.S.ProductServiceImpl - product got successfully !!
17:57:28.884 INFO  c.h.E.s.S.ProductServiceImpl - Creating productDto...
17:57:29.080 INFO  c.h.E.s.S.ProductServiceImpl - product created successfully !!
17:58:37.242 INFO  c.h.E.s.S.ProductServiceImpl - getting all products...
17:58:37.287 INFO  c.h.E.s.S.ProductServiceImpl - product got successfully in pagination !!
17:59:07.993 INFO  c.h.E.s.S.ProductServiceImpl - getting all Live products...
17:59:08.046 INFO  c.h.E.s.S.ProductServiceImpl - product got successfully in pagination !!
17:59:41.330 INFO  c.h.E.s.S.ProductServiceImpl - searching products...
17:59:41.399 INFO  c.h.E.s.S.ProductServiceImpl - product got successfully in pagination !!
17:59:50.063 INFO  c.h.E.s.S.ProductServiceImpl - searching products...
17:59:50.086 INFO  c.h.E.s.S.ProductServiceImpl - product got successfully in pagination !!
18:27:55.291 WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=12m34s27ms7µs700ns).
18:54:28.996 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
18:54:29.025 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
18:54:29.077 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
18:54:49.335 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
18:54:49.340 INFO  c.h.E.ElectrostoreApplication - Starting ElectrostoreApplication using Java 17.0.4 on LAPTOP-3MK6RBMS with PID 23132 (C:\Users\morek\Desktop\BikkadIT\electro\Electrostore\target\classes started by morek in C:\Users\morek\Desktop\BikkadIT\electro\Electrostore)
18:54:49.341 INFO  c.h.E.ElectrostoreApplication - The following 1 profile is active: "dev"
18:54:49.492 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
18:54:49.496 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
18:54:50.825 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
18:54:50.981 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 138 ms. Found 3 JPA repository interfaces.
18:54:52.198 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9197 (http)
18:54:52.216 INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9197"]
18:54:52.217 INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
18:54:52.217 INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.71]
18:54:52.366 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
18:54:52.367 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2868 ms
18:54:52.674 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
18:54:52.780 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
18:54:53.089 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
18:54:53.273 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
18:54:53.810 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
18:54:53.860 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
18:54:55.407 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
18:54:55.432 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
18:54:56.197 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
18:54:56.714 INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
18:54:56.733 INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9197"]
18:54:56.763 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9197 (http) with context path ''
18:54:56.789 INFO  c.h.E.ElectrostoreApplication - Started ElectrostoreApplication in 8.079 seconds (JVM running for 9.009)
18:59:28.428 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
18:59:28.430 INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
18:59:28.434 INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 3 ms
18:59:28.929 INFO  c.h.Electrostore.service.FileService - filename : nathan-dumlao-LPRrEJU2GbQ-unsplash.jpg 
18:59:29.109 INFO  c.h.E.s.S.ProductServiceImpl - finding product ...
18:59:29.724 INFO  c.h.E.s.S.ProductServiceImpl - product got successfully !!
18:59:29.729 INFO  c.h.E.s.S.ProductServiceImpl - updating productDto...
18:59:29.802 INFO  c.h.E.s.S.ProductServiceImpl - product updated successfully !!
18:59:30.181 WARN  o.s.w.m.s.StandardServletMultipartResolver - Failed to perform cleanup of multipart items
java.io.UncheckedIOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.11849286626961818637\work\Tomcat\localhost\ROOT\upload_7e9c8d14_bac8_409e_9a25_7c83d47fd538_00000000.tmp
	at org.apache.tomcat.util.http.fileupload.disk.DiskFileItem.delete(DiskFileItem.java:431)
	at org.apache.catalina.core.ApplicationPart.delete(ApplicationPart.java:54)
	at org.springframework.web.multipart.support.StandardServletMultipartResolver.cleanupMultipart(StandardServletMultipartResolver.java:134)
	at org.springframework.web.servlet.DispatcherServlet.cleanupMultipart(DispatcherServlet.java:1250)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1107)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:964)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:909)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:696)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:779)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:227)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:177)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:135)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:78)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:833)
Caused by: java.io.IOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.11849286626961818637\work\Tomcat\localhost\ROOT\upload_7e9c8d14_bac8_409e_9a25_7c83d47fd538_00000000.tmp
	... 44 common frames omitted
18:59:30.186 ERROR o.a.coyote.http11.Http11Processor - Error processing request
java.io.UncheckedIOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.11849286626961818637\work\Tomcat\localhost\ROOT\upload_7e9c8d14_bac8_409e_9a25_7c83d47fd538_00000000.tmp
	at org.apache.tomcat.util.http.fileupload.disk.DiskFileItem.delete(DiskFileItem.java:431)
	at org.apache.catalina.core.ApplicationPart.delete(ApplicationPart.java:54)
	at org.apache.catalina.connector.Request.recycle(Request.java:483)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:441)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:833)
Caused by: java.io.IOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.11849286626961818637\work\Tomcat\localhost\ROOT\upload_7e9c8d14_bac8_409e_9a25_7c83d47fd538_00000000.tmp
	... 13 common frames omitted
18:59:30.192 ERROR o.a.coyote.http11.Http11NioProtocol - Error reading request, ignored
java.io.UncheckedIOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.11849286626961818637\work\Tomcat\localhost\ROOT\upload_7e9c8d14_bac8_409e_9a25_7c83d47fd538_00000000.tmp
	at org.apache.tomcat.util.http.fileupload.disk.DiskFileItem.delete(DiskFileItem.java:431)
	at org.apache.catalina.core.ApplicationPart.delete(ApplicationPart.java:54)
	at org.apache.catalina.connector.Request.recycle(Request.java:483)
	at org.apache.catalina.connector.CoyoteAdapter.log(CoyoteAdapter.java:515)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:429)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:833)
Caused by: java.io.IOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.11849286626961818637\work\Tomcat\localhost\ROOT\upload_7e9c8d14_bac8_409e_9a25_7c83d47fd538_00000000.tmp
	... 13 common frames omitted
18:59:30.195 ERROR o.apache.tomcat.util.net.NioEndpoint - Error running socket processor
java.io.UncheckedIOException: Cannot delete C:\Users\morek\AppData\Local\Temp\tomcat.9197.11849286626961818637\work\Tomcat\localhost\ROOT\upload_7e9c8d14_bac8_409e_9a25_7c83d47fd538_00000000.tmp
	at org.apache.tomcat.util.http.fileupload.disk.DiskFileItem.delete(DiskFileItem.java:431)
	at org.apache.catalina.core.ApplicationPart.delete(ApplicationPart.java:54)
	at org.apache.catalina.connector.Request.recycle(Request.java:483)
	at org.apache.catalina.connector.CoyoteAdapter.log(CoyoteAdapter.java:515)
	at org.apache.catalina.connector.CoyoteAdapter.checkRecycled(CoyoteAdapter.java:539)
	at org.apache.coyote.http11.Http11Processor.recycle(Http11Processor.java:1439)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.release(AbstractProtocol.java:1098)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:1056)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
